name,type,address
웅천시장,culture_shopping,경상남도 창원시 진해구 성내동 327
진해중앙시장,culture_shopping,경상남도 창원시 진해구 화천동 60-14 중앙상가아파트
북신전통시장,culture_shopping,경상남도 통영시 북신동 665-16
서호전통시장,culture_shopping,경상남도 통영시 서호동 163-42
통영중앙전통시장,culture_shopping,경상남도 통영시 중앙동 38-4 중앙상가
계천공설시장(계천시장),culture_shopping,경상남도 하동군 금남면 계천리 355-3 계천시장
북천공설시장,culture_shopping,경상남도 하동군 북천면 직전리 597-15 북천식육식당
옥종공설시장,culture_shopping,경상남도 하동군 옥종면 청룡리 124-15 옥종공설시장
진교공설시장,culture_shopping,경상남도 하동군 진교면 진교리 302-4
하동공설시장,culture_shopping,경상남도 하동군 하동읍 읍내리 258-1 하동시장번영회
화개장터,culture_shopping,경상남도 하동군 화개면 탑리 726-10 화개장터
횡천공설시장(횡천시장),culture_shopping,경상남도 하동군 횡천면 횡천리 507-2
가야상설시장(가야시장),culture_shopping,경상남도 함안군 가야읍 말산리 470-1 가야시장
군복공설시장,culture_shopping,경상남도 함안군 군북면 중암리 66-50
대산공설시장,culture_shopping,경상남도 함안군 대산면 구혜리 221-3
칠원공설시장,culture_shopping,경상남도 함안군 칠원읍 구성리 728-98 매일목공소
마천전통시장,culture_shopping,경상남도 함양군 마천면 가흥리 609-2
안의시장,culture_shopping,경상남도 함양군 안의면 석천리 243
함양토종약초시장,culture_shopping,경상남도 함양군 안의면 이전리 15 함양토종약초시장
지리산함양시장,culture_shopping,경상남도 함양군 함양읍 용평리 607-104
가야시장,culture_shopping,경상남도 합천군 가야면 황산리 17-1
삼가시장,culture_shopping,경상남도 합천군 삼가면 일부리 921-1
야로시장,culture_shopping,경상남도 합천군 야로면 구정리 273-4
초계시장,culture_shopping,경상남도 합천군 초계면 초계리 50-1
합천시장,culture_shopping,경상남도 합천군 합천읍 합천리 473-1 합천시장
경산공설시장,culture_shopping,경상북도 경산시 서상동 10 경산공설시장A지구
자인공설시장,culture_shopping,경상북도 경산시 자인면 서부리 254
하양공설시장,culture_shopping,경상북도 경산시 하양읍 금락리 35-6
감포시장,culture_shopping,경상북도 경주시 감포읍 감포리 436-1
건천시장,culture_shopping,경상북도 경주시 건천읍 건천리 339-4
불국시장,culture_shopping,경상북도 경주시 구정동 429-7 불국공설시장
제2경주중심상가시장,culture_shopping,경상북도 경주시 노동동 230
